,Id,NODE_TYPE,NODE_NAME,TURN_P,REMARK,geometry
157847,1610011200,103,속성변화점,0,,POINT (164657.9241999988 542082.5768999956)
157848,1610011300,101,송월목양교회,0,,POINT (166331.4199000001 542116.4775999922)
157849,1610011400,101,북성교회,0,,POINT (166240.4116999944 542133.3833000014)
157850,1610011500,101,대한제분종합연구소,1,,POINT (166089.7602999956 542143.8455999969)
157851,1610011600,101,송월목양교회,0,,POINT (166346.4939999956 542165.3246999966)
157852,1610011700,101,월미도입구교차로,0,,POINT (165877.2883999945 542182.5745999959)
157853,1610011800,103,속성변화점,0,,POINT (151920.5647000003 542199.5563999959)
157854,1610011900,101,송월목양교회,1,,POINT (166282.9500999971 542211.3889999968)
157855,1610012000,101,화평운교사거리,0,,POINT (167086.2883000004 542238.5136999938)
157856,1610012100,101,장엄사,0,,POINT (166373.7128999983 542277.6641000005)
157857,1610012200,101,전동감리교회,1,,POINT (166984.6031999968 542294.7158999929)
157858,1610012300,101,운서동2858-2,0,,POINT (152057.8772000007 542295.9588999985)
157859,1610012301,101,운서동2861-23,1,,POINT (152403.5158999943 542538.6236999984)
157860,1610012400,101,인천자율방범대,0,,POINT (166525.0163 542304.7844999961)
157861,1610012500,101,수협은행송월동지점,0,,POINT (166458.6649999983 542364.0698999997)
157862,1610012600,101,만석고가교,0,,POINT (166437.7887999934 542400.6624000015)
157863,1610012700,102,항공기상청,0,,POINT (151132.3391999923 542449.9247999918)
157864,1610012701,101,운서동2840-14,0,,POINT (151240.9338999938 542524.9071999937)
157865,1610012800,103,속성변화점,0,,POINT (161759.8208999921 542601.8941999986)
157866,1610012900,102,운서동2840,0,,POINT (150986.2136999926 542678.8926999946)
157867,1610013000,101,운서동2861-17,1,,POINT (152658.115899996 542717.3731999971)
157868,1610013100,101,운서동2840-12,0,,POINT (151683.8906999965 542830.7658999988)
157869,1610013200,101,운서동2840-12,0,,POINT (151273.9445999928 542885.1022999965)
157870,1610013201,101,운서동2833-6,0,,POINT (150520.4501999944 543957.1812999992)
157871,1610013202,101,운서동2833-6,0,,POINT (150661.0482999957 543758.3749000008)
157872,1610013203,101,운서동2833-6,0,,POINT (150728.2293999896 543660.3525000012)
157873,1610013204,101,운서동2833-6,0,,POINT (150948.2238999943 543347.8943000033)
157874,1610013300,102,영종해안남로1,0,,POINT (162221.6293999999 543054.4111999933)
157875,1610013400,101,GS주유소국제공항터미널,1,,POINT (152285.143399998 543246.6533999988)
157876,1610013500,103,속성변화점,0,,POINT (154672.1942999969 543512.0011999963)
157877,1610013501,101,운서동2821,0,,POINT (154444.8918999966 543672.7843999984)
157878,1610013800,101,흰바위사거리,1,,POINT (155022.2472999989 543723.039299991)
157879,1610013801,101,운서동2821,1,,POINT (155100.0289999997 543852.7760999956)
157880,1610014000,101,흰바위사거리,1,,POINT (154932.5349999974 543776.1829999951)
157881,1610014100,101,예현교회,0,,POINT (154727.0895999965 543793.7625999998)
157882,1610014101,101,운서동행정복지센터,1,,POINT (154728.4557999968 543848.6904999969)
157883,1610014200,101,눈돌사거리,1,,POINT (154451.1690999934 543802.3780999921)
157884,1610014300,101,운서역1번출구,0,,POINT (155144.7783999971 543927.6010999943)
157885,1610014400,101,KB국민은행인천공항신도시지점,0,,POINT (155074.3366999993 543947.1718999944)
157886,1610014500,101,삼목교차로,1,,POINT (151758.7786999941 543880.8301999957)
157887,1610014600,101,영종교회,1,,POINT (154939.5896999982 543951.6254000013)
157888,1610014601,101,운서동행정복지센터,0,,POINT (154785.9913999963 543956.7022999977)
157889,1610014602,101,허브허브호텔,1,,POINT (154881.0130999977 543953.5613999958)
157890,1610014700,101,운서119안전센터,0,,POINT (154731.1885999955 543958.5138999926)
157891,1610014800,103,속성변화점,0,,POINT (154456.0290000002 543999.1080999949)
157892,1610014900,101,제우메스호텔,1,,POINT (155190.1674999969 544005.9835000004)
157893,1610015000,101,한우리교회,1,,POINT (154226.7199999989 544031.6620999912)
157894,1610015100,101,더호텔영종,0,,POINT (155073.7471999964 544034.0640999962)
157895,1610015200,101,사랑의교회,1,,POINT (154943.4742999968 544037.712900004)
157896,1610015300,101,영종국제하모니교회,1,,POINT (154733.3066999976 544043.6016000028)
157897,1610015400,101,제우메스호텔,0,,POINT (155201.7802999988 544071.735399996)
157898,1610015500,101,은골사거리,1,,POINT (154945.3144999955 544094.3398000023)
157899,1610015501,101,운서동2814,0,,POINT (154951.1449999948 544248.9029999969)
157900,1610015600,101,영종도서관,1,,POINT (154734.6790999983 544098.7809999962)
157901,1610015700,101,공원사거리,1,,POINT (154459.4920999921 544110.8054999952)
157902,1610015800,101,중산교차로,1,,POINT (160195.9601999971 544098.927700002)
157903,1610015900,101,돌핀부두교차로,0,,POINT (150746.3068999893 544192.353299994)
157904,1610016000,101,운서동2833-6,0,,POINT (150335.3352999941 544233.1501999976)
157905,1610016100,101,용유IC북측,0,,POINT (150324.9954999935 544394.3348999999)
157906,1610016400,106,운서IC남측,1,,POINT (153800.1204999984 544201.6197999949)
157907,1610016500,103,속성변화점,0,,POINT (154471.1996999974 544415.6419999985)
157908,1610016501,101,운서동2814,0,,POINT (154476.410099999 544546.5876999985)
157909,1610016502,101,운서동2814,0,,POINT (154625.2442999932 544692.3147000051)
157910,1610016600,103,속성변화점,0,,POINT (160521.747999997 544439.072699995)
157911,1610016700,106,운서IC서측,1,,POINT (153138.6138999975 544436.6655000027)
157912,1610016800,104,삼목교,0,,POINT (153358.0076999959 544455.4260000049)
157913,1610016900,101,가정식당,0,,POINT (154961.3889999984 544531.2570000001)
157914,1610017000,103,속성변화점,0,,POINT (154907.0629000001 544653.2012999915)
157915,1610017001,101,운서동2814,0,,POINT (154823.8216999992 544682.729099997)
157916,1610017100,103,속성변화점,0,,POINT (154653.0677999926 544691.1912000005)
157917,1610017200,106,운북IC북측,0,,POINT (155358.3856999946 545653.4656000019)
157918,1610017300,102,인천소방항공대,0,,POINT (155724.3576999978 546955.4727999929)
157919,1610017500,101,운남동1494-3,0,,POINT (156289.5424999966 540810.256900002)
157920,1610017600,106,영종IC,0,,POINT (156325.9840999994 541263.8850999963)
157921,1610017700,104,인천대교TG,0,,POINT (156910.6334999949 541293.2408999933)
157922,1610017800,106,운남동1113-31,1,,POINT (156723.9349999956 541341.4115999975)
157923,1610017900,106,영종IC,0,,POINT (156210.3027999987 541514.3789000021)
157924,1610018000,106,영종IC동측,0,,POINT (156723.6052999949 541526.901899989)
157925,1610018100,106,영종IC서측,0,,POINT (155956.4353000002 542135.2715999899)
157926,1610018200,106,공항신도시JC도윽,1,,POINT (155255.7272999965 542655.3891000045)
157927,1610018300,103,속성변화점,0,,POINT (154814.8847999948 542981.2150999923)
157928,1610018600,101,인천수협용유지점,0,,POINT (148857.6414999925 536412.7961)
157929,1610019100,101,내트럭하우스인천사업소,0,,POINT (166655.5017999938 537059.6293999978)
157930,1610019200,101,속성변화점,1,,POINT (165870.5548999975 537066.0480999961)
157931,1610019300,101,신흥동3가39-29,1,,POINT (166772.1995999961 537296.1682999922)
157932,1610019400,101,남항교차로,1,,POINT (166112.4487999982 537637.1263000043)
157933,1610019500,103,속성변화점,0,,POINT (145061.5172999913 538004.9204999937)
157934,1610019600,101,덕교삼거리,0,,POINT (147307.4941999941 538011.7289999916)
157935,1610019700,101,외딴섬조개구이,0,,POINT (145810.4842999898 538086.8251999995)
157936,1610019800,101,실미도회조개구이,1,,POINT (145703.823799993 538103.5172999995)
157937,1610019900,101,선녀바위카페,0,,POINT (144955.9123999959 538135.597)
157938,1610020000,101,입구지민박,0,,POINT (145913.4384999897 538226.3076000045)
157939,1610020200,101,자갈치민박,0,,POINT (151813.5367999978 538271.0308999934)
157940,1610020300,102,장기주차장역3번출구,0,,POINT (151783.5603000009 538313.1532999949)
157941,1610020500,101,산마루관광호텔,0,,POINT (145052.0453999895 538364.1946999909)
157942,1610020600,101,호성이네회센타,0,,POINT (146011.0106999912 538391.4071000005)
157943,1610020800,103,속성변화점,0,,POINT (146025.114099989 538452.8506000011)
157944,1610020900,101,예림교회,0,,POINT (145085.3158999926 538489.7556999996)
157945,1610021000,101,미니스톱을왕해변점,0,,POINT (144831.2135999906 538552.334999991)
157946,1610021100,101,운서동2848,0,,POINT (154239.0032999959 538514.6505999905)
157947,1610021200,101,예일환경,0,,POINT (154352.093899995 538515.5514999967)
157948,1610021300,101,운서동2851,0,,POINT (152464.3276999966 538575.8723999938)
157949,1610021500,101,동양염전,1,,POINT (146354.5830999935 538762.4313000006)
157950,1610021600,101,동양염전,0,,POINT (146365.3373999925 538784.436899995)
157951,1610021700,103,속성변화점,0,,POINT (146495.4421999922 538793.9090999955)
157952,1610021900,101,프랑세즈단팥빵,1,,POINT (145899.693199995 538899.2592999907)
157953,1610022100,101,스카이,0,,POINT (146102.6386999899 538936.3821999897)
157954,1610022600,102,운서동2851-19,0,,POINT (152692.9474999976 540218.0917999985)
157955,1610022800,101,운서동2842,1,,POINT (154170.106099994 540561.3730999958)
157956,1610023000,101,운서동2842,1,,POINT (153837.9243999948 541031.9489000035)
157957,1610023100,102,운서동2859-1,0,,POINT (152101.0252999971 541068.6602999892)
157958,1610023200,101,진등교,0,,POINT (154411.6303999938 541736.7583000005)
157959,1610023300,101,삼천리CNG충전소인천월미,0,,POINT (165162.3258999957 541791.8742999961)
157960,1610023400,101,자유무역지역사거리,1,,POINT (153250.4815999948 541870.8846999955)
157961,1610023500,101,우회고가사거리,1,,POINT (165999.7678999967 541864.6505999966)
157962,1610023600,101,운남119안전센터,0,,POINT (165100.5766000003 541965.4849999972)
157963,1610023601,101,북성동1가98-65,0,,POINT (164769.0616999943 542132.9991999934)
157964,1610023700,101,그랜드프라자,0,,POINT (151536.0203999903 542486.8584999925)
157965,1610023701,101,운서동2840-11,0,,POINT (151649.0253999963 542564.0510999934)
157966,1610023800,102,공항동로1,0,,POINT (154502.4494999938 541792.5554000041)
157967,1610023900,101,운서동2840-14,0,,POINT (151426.3202999933 542651.6966000017)
157968,1610023901,101,운서동2840-14,0,,POINT (151531.0258999971 542725.2104999982)
157969,1610024000,101,운서동2840-12,0,,POINT (151798.6291999937 542667.0860999926)
157970,1610024900,101,운남동1550,0,,POINT (158694.3686999987 543406.9685999993)
157971,1610025300,101,운남동1515,1,,POINT (158864.0185000003 543891.9656000028)
157972,1610025301,101,운남동123-3,0,,POINT (159212.7947999981 543855.9978)
157973,1610025400,106,화물터미널IC동측,1,,POINT (151647.1331999975 544389.5382999956)
157974,1610025600,106,운서IC동측,0,,POINT (154096.6633999934 544780.9072999912)
157975,1610025800,103,속성변화점,0,,POINT (159342.1358999974 545076.1808000002)
157976,1610025801,101,잔다리삼거리,0,,POINT (159109.071799993 545081.01189999)
157977,1610025900,101,신일교,0,,POINT (157334.1836999949 545653.072499998)
157978,1610026000,101,금산IC,0,,POINT (158034.5863999956 545765.7966999955)
157979,1610026100,101,금산IC,0,,POINT (157959.103000001 545767.6543999988)
157980,1610026200,103,속성변화점,0,,POINT (157236.8165999949 545795.5359999995)
157981,1610026300,101,운북동1368-3,1,,POINT (157922.9259999988 545717.6298000031)
157982,1610026500,101,운북동94-25,0,,POINT (158055.8304999992 545851.3699999935)
157983,1610026600,101,두레미술학원,0,,POINT (158366.8932999969 546051.5139999975)
157984,1610026800,102,운북동457-32,0,,POINT (158323.2017999961 546122.563099994)
157985,1610026900,101,미단중앙로17,0,,POINT (158783.7937999974 546281.6572999943)
157986,1610027100,103,속성변화점,0,,POINT (156639.7665999974 546336.1611999992)
157987,1610027300,101,영종순환로1,0,,POINT (155908.9941999981 546811.0968999978)
157988,1610028900,101,인천항고가교남측,0,,POINT (166146.475899995 537711.7088000001)
157989,1610030900,104,인천터널남측,0,,POINT (167528.3813999969 540485.1264999934)
157990,1610031000,101,을왕동893-67,0,,POINT (143690.087899993 540272.2632999945)
157991,1610031100,102,을왕동810-262,0,,POINT (144073.0348999909 540091.7337999999)
157992,1610031200,101,을왕동810-256,0,,POINT (144086.0494999918 540185.2505999964)
157993,1610031300,102,위너스관광호텔,0,,POINT (144108.6029999957 540337.8996999918)
157994,1610031400,102,탐앤탐스왕산해수욕장점,0,,POINT (144379.6541999902 539783.2952999996)
157995,1610031500,101,왕산마리나길시점,0,,POINT (144418.7559999936 540279.9019999991)
157996,1610031600,101,투썸플레이스왕산해수욕장점,1,,POINT (144427.2792999923 539783.295299995)
157997,1610031700,102,인천비치관광호텔,0,,POINT (144434.6876999921 539312.2698000014)
157998,1610031800,101,세븐일레븐을왕제일점,0,,POINT (144464.3371999899 539352.5387000006)
157999,1610031900,102,카리브관광호텔,0,,POINT (144499.9075999877 539122.8277999972)
158000,1610032000,102,세븐일레븐을왕제일점,0,,POINT (144506.4560999906 539353.6110999926)
158001,1610032100,104,왕산교,0,,POINT (144520.9275999922 541467.0259000034)
158002,1610032200,101,CU을왕영심이점,1,,POINT (144522.7940999895 539134.2048999926)
158003,1610032300,102,CU을왕영심이점,0,,POINT (144561.4233999954 539146.2434999991)
158004,1610032400,104,왕산교동측,0,,POINT (144614.0610999941 541534.362499998)
158005,1610032500,101,부동산마스터,1,,POINT (144647.1693999943 540943.1587000008)
158006,1610032700,101,용유중앙교회,1,,POINT (144745.1767999929 538653.3236999924)
158007,1610032800,102,용유중앙교회,0,,POINT (144782.0862999886 538660.4674999904)
158008,1610032900,103,속성변화점,0,,POINT (145676.1900999942 539792.1809000003)
158009,1610033000,101,을왕동976-8,0,,POINT (146146.0794999933 539444.743499991)
158010,1610033100,103,속성변화점,0,,POINT (146348.049099993 538922.1180999978)
158011,1610033200,101,운서동2957-1,0,,POINT (147078.434199992 540676.6418999938)
158012,1610033300,101,남북동981-5,0,,POINT (147136.4725999926 540212.1196000009)
158013,1610033400,101,남북동950-15,0,,POINT (147344.2029999894 538256.8682999944)
158014,1610033500,103,속성변화점,0,,POINT (147707.4122999929 538587.0460999992)
158015,1610033600,101,남북로2,1,,POINT (147875.8819999944 538755.1259999947)
158016,1610033700,103,속성변화점,0,,POINT (147954.2964999928 538668.9329999934)
158017,1610033800,103,속성변화점,0,,POINT (148079.4097999891 538854.2751999896)
158018,1610033900,104,오성산생태통로북서측,0,,POINT (148219.9733999913 538383.0548999973)
158019,1610034000,103,속성변화점,0,,POINT (148342.8029999902 538997.01819999)
158020,1610034100,104,오성산생태통로남동측,0,,POINT (148381.1048999915 538215.5732999983)
158021,1610034200,101,남북동981-13,0,,POINT (148750.3679999892 539398.6036)
158022,1610034300,104,공뎅이생태통로북서측,0,,POINT (148828.0531999949 537679.8240999898)
158023,1610034400,104,공뎅이생태통로남동측,0,,POINT (148886.9230999907 537611.6936999928)
158024,1610034500,102,세신교회,0,,POINT (148893.2855999956 536541.1832999936)
158025,1610034600,101,용유로10,0,,POINT (148909.1606999886 536442.9565999972)
158026,1610034700,101,용유로9,1,,POINT (148922.389799992 536535.2302000003)
158027,1610034800,101,속성변화점,0,,POINT (148948.7501999918 536635.7903999995)
158028,1610034900,101,용유로11,1,,POINT (148994.4889999966 536238.565500002)
158029,1610035000,102,영종해안남로1,0,,POINT (149147.947599995 536216.4066000032)
158030,1610035100,101,용유로4,0,,POINT (149208.6041999989 537063.0525999968)
158031,1610035200,102,용유로5,0,,POINT (149236.782399993 537026.1431999942)
158032,1610035300,101,운서동2853-2,0,,POINT (149821.5180999884 537449.2467000015)
158033,1610035400,103,속성변화점,0,,POINT (151268.4595999927 536563.1728000011)
158034,1610035500,101,운서동2851-12,1,,POINT (151778.1554999958 536907.6963999966)
158035,1610035600,102,모랫말로5,0,,POINT (155086.2398999922 543199.94939999)
158036,1610035700,101,모랫말로4,0,,POINT (155115.5198999942 543185.5301999975)
158037,1610035800,102,모랫말로3,0,,POINT (155137.9453999991 543305.046200005)
158038,1610035900,101,모랫말로2,0,,POINT (155171.9257999961 543284.2635000015)
158039,1610036000,101,흰바위로1,1,,POINT (155292.1418999949 543568.0517999973)
158040,1610036001,101,운서동1427-45,0,,POINT (155109.022599995 543673.2073000028)
158041,1610036100,103,속성변화점,0,,POINT (155337.8792999984 543780.7783999927)
158042,1610036200,101,호텔레전드,1,,POINT (155357.1357999975 543679.8131999987)
158043,1610036300,101,모랫말로1,0,,POINT (155364.1311999925 543394.9446999911)
158044,1610036400,101,운북동779-2,0,,POINT (155384.5094999962 545732.0050999928)
158045,1610036500,101,스카이시티자이모델하우스,1,,POINT (155429.7605999925 543802.2301999992)
158046,1610036600,102,약초마을영종도점,0,,POINT (155433.963199995 543349.0134999979)
158047,1610036700,101,햇내로시점,1,,POINT (155457.3454999994 543471.2983000031)
158048,1610036800,101,스카이시티자이모델하우스,1,,POINT (155502.954799995 543925.2522000029)
158049,1610036900,101,햇내로1,1,,POINT (155522.6535999992 543583.0591999991)
158050,1610037000,101,흰바위로2,1,,POINT (155563.6546999958 543364.8957999905)
158051,1610037100,101,운서동3159,1,,POINT (155595.2852 543707.0621999961)
158052,1610037200,101,운서동3161-3,0,,POINT (155644.5055999973 543107.3991999977)
158053,1610037300,102,운북동1338-5,0,,POINT (155651.4602999991 545137.7914999991)
158054,1610037400,101,운서역더타임,1,,POINT (155652.9316999991 543507.0959999886)
158055,1610037500,102,운북동1338-5,0,,POINT (155657.9689999977 545288.4455999975)
158056,1610037600,101,메가박스영종,1,,POINT (155671.3967999969 543832.1655000014)
158057,1610037700,101,운서동3161-3,0,,POINT (155676.1662999997 542772.1171999922)
158058,1610037800,102,화랑목로2,0,,POINT (155698.1462999966 543953.823000002)
158059,1610037900,102,하늘누리로1,0,,POINT (155709.4608999931 542263.7735999984)
158060,1610038000,101,지엘시티호텔인천공항점,1,,POINT (155723.6618999992 543629.921699996)
158061,1610038100,102,운북동779-154,0,,POINT (155725.5436999955 544949.6723999971)
158062,1610038200,101,샷업엔테익커피,0,,POINT (155732.3174999964 543933.1650000021)
158063,1610038300,101,운북동1350,0,,POINT (155746.0753999954 545130.2244000038)
158064,1610038400,101,운북동1350,0,,POINT (155753.616099998 545284.3444999951)
158065,1610038500,101,운북동1348,1,,POINT (155780.3390999965 545681.1144999898)
158066,1610038600,103,속성변화점,0,,POINT (155794.0488999932 543514.7429999936)
158067,1610038700,101,더예스오션,1,,POINT (155797.7672999944 543755.905999992)
158068,1610038800,101,운북동1350,0,,POINT (155809.7078999949 544974.3844999968)
158069,1610038900,101,운북동1348,1,,POINT (155821.0893999937 545978.1032999968)
158070,1610039000,101,운북동779-103,0,,POINT (155869.2346999954 545123.8654999953)
158071,1610039100,102,영종순환로3,0,,POINT (155876.1227999992 545974.0021999981)
158072,1610039200,101,운서동3164,1,,POINT (155877.273199998 542475.1760999968)
158073,1610039300,101,운북동779-14,0,,POINT (155878.1027999963 545274.9517999974)
158074,1610039400,103,속성변화점,0,,POINT (155880.2190999975 542875.4169999982)
158075,1610039500,101,운북동779-17,0,,POINT (155891.2569999986 545666.8204000043)
158076,1610039600,102,운남동1600-13,0,,POINT (155909.0233000003 542380.7196999927)
158077,1610039700,101,운남동1598-20,1,,POINT (155944.7420999923 542426.3603999992)
158078,1610039800,101,햇내로3,0,,POINT (155947.1595999962 544297.629299995)
158079,1610039900,102,운북동656-19,0,,POINT (155947.6133999962 545659.6765999994)
158080,1610040000,103,속성변화점,0,,POINT (155965.8270999932 544724.6043000008)
158081,1610040100,102,화랑목로1,0,,POINT (155970.0522999984 544573.7649000034)
158082,1610040200,101,햇내로4,1,,POINT (156013.0868999948 544579.8238999982)
158083,1610040300,101,힘내라한의원,0,,POINT (156069.2650999959 544227.2500000031)
158084,1610040400,101,운서동3157-3,1,,POINT (156097.8787999983 543290.7943999963)
158085,1610040500,101,젓개로시점,0,,POINT (156132.4339999938 545131.2165999908)
158086,1610040600,101,운서동3051-33,0,,POINT (156172.7234999995 544600.2232999922)
158087,1610049800,103,속성변화점,1,,POINT (160421.9708999997 543506.368699997)
158088,1610040700,101,GS주유소허브제2셀프,1,,POINT (156196.3701999929 543045.7236000043)
158089,1610040800,101,운북동646-1,0,,POINT (156222.9547999957 545203.0511999943)
158090,1610040900,102,하늘문화로1,0,,POINT (156227.6637999927 541349.2967999986)
158091,1610041000,101,운서동3156,0,,POINT (156279.1545999942 543522.3769999978)
158092,1610041100,102,운남동1600-13,0,,POINT (156284.4677999987 542094.9691000025)
158093,1610041200,101,운서동460-3,0,,POINT (156297.9703999978 543085.6758000019)
158094,1610041300,101,운서동3157-3,1,,POINT (156301.872999996 542785.9023000007)
158095,1610041400,101,운서동3156,0,,POINT (156318.842199997 543380.2953999955)
158096,1610041500,101,운남동1789,0,,POINT (156322.1709999971 542137.8316999966)
158097,1610041600,103,속성변화점,0,,POINT (156339.876599998 543720.0210999995)
158098,1610041700,101,운서동3236,0,,POINT (156371.4281999996 543261.2326999931)
158099,1610041800,101,운남동1768,1,,POINT (156383.8939999944 542592.7561000035)
158100,1610041900,101,운서동3156,0,,POINT (156405.7579999947 543936.7152999906)
158101,1610042000,101,넙디노동상담소,0,,POINT (156408.7153999944 542870.2284999883)
158102,1610042100,101,운서동2934-1,0,,POINT (156434.1153999933 542890.7337999957)
158103,1610042200,102,세븐일레븐인천하늘고점,0,,POINT (156441.8736999925 544053.7937000002)
158104,1610042400,103,속성변화점,0,,POINT (156475.6080999975 543283.7222999891)
158105,1610042500,101,운서동2929-3,0,,POINT (156513.4738999988 542756.4011999912)
158106,1610042600,101,운남동1789,0,,POINT (156656.671099997 541884.7737000027)
158107,1610042700,101,운남동1768,1,,POINT (156825.1668999942 542089.5176000032)
